User_Id,Location,Age,Place_Id,Place_Ratings,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long
48,"Jakarta Selatan, DKI Jakarta",35,406,3,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,0,4.4,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021
48,"Jakarta Selatan, DKI Jakarta",35,418,2,Museum Sepuluh Nopember Kota Surabaya,"Museum Sepuluh November Surabaya adalah salah satu museum yang terletak di Kota Surabaya, dibangun pada tahun 1945. Museum ini dibangun dengan tujuan untuk mempelajari dan memperdalam peristiwa Pertempuran Sepuluh November 1945, Museum Sepuluh November beralamat di Jalan Pahlawan, Surabaya.",Budaya,Surabaya,5000,4.7,0.0,"{'lat': -7.245436900000001, 'lng': 112.7378985}",-7.2454369,112.7378985
49,"Jakarta Pusat, DKI Jakarta",24,420,2,Surabaya Museum (Gedung Siola),"Saat ini Museum Surabaya Siola menjelma menjadi sebuah destinasi wisata sejarah yang unik dan menarik untuk dikunjungi. Bukan hanya menyuguhkan cerita masa lampau yang ditampilkan dengan berbagai macam bentuk, Museum Surabaya Siola juga menjadi tempat incaran untuk berburu foto. Bagi pengunjung yang ingin mendatangi Museum Surabaya Siola ini maka tidak harus membayar tiket masuk alias gratis. Siapa saja boleh masuk kedalam Museum Surabaya Siola, karena tempat ini terbuka untuk semua kalangan mulai dari anak-anak sampai dewasa. Manjajal Museum Surabaya untuk dijadikan sebagai destinasi wisata akhir pekanmu sepertinya tidak ada salahnya. Selain bisa mempelajari sejarah Kota Pahlawan, kamu pun akan mendapatkan ilmu pengetahuan yang bermanfaat.",Budaya,Surabaya,0,4.5,45.0,"{'lat': -7.256297200000001, 'lng': 112.7379955}",-7.2562972,112.7379955
49,"Jakarta Pusat, DKI Jakarta",24,404,4,Kenjeran Park,"Kenjeran Park merupakan salah satu tempat wisata kekinian di Surabaya. Tempat wisata ini berlokasi tepat di Jalan Sukolilo, Desa Sukolilo Baru, Kecamatan Bulak, Surabaya, Jawa Timur. Dulunya, Kenjeran Park merupakan tempat yang kumuh dan kurang terawat. Tetapi, tempat ini kembali terawat hingga bertransformasi menjadi destinasi wisata modern dan kekinian di tengah Kota Surabaya. Kenjeran Park terdiri dari beberapa kawasan wisata yang bisa pengunjung pilih. Bagi yang membawa anak-anak dan suka berenang, pengunjung bisa mengunjungi Atlantis Land Kenjeran. Lalu, pengunjung juga bisa menyambangi beberapa tempat yang ikonik dari Kenjeran Park. Salah satunya adalah Pagoda Tian Ti. Pagoda Tian Ti ini punya desain yang terinspirasi dari Pagoda Tian Tan di Beijing, China. Namun, Pagoda Tian Ti terdiri dari tiga lantai dengan diameter 60 meter dan tinggi 58 meter. Tempat ikonik lainnya adalah Patung Buddha 4 Wajah. Patung Buddha memiliki ketinggian 36 meter. Tempat menarik lainnya yang bisa pengunjung sambangi adalah Klenteng Sanggar Agung. Di klenteng ini, pengunjung bisa melihat patung Dewi Kwan Im dan sepasang naga merah keemasan yang langsung menghadap ke pantai.",Taman Hiburan,Surabaya,35000,4.2,120.0,"{'lat': -7.252296400000001, 'lng': 112.7966952}",-7.2522964,112.7966952
49,"Jakarta Pusat, DKI Jakarta",24,401,1,Taman Keputran,"Ntah, mengapa nama taman ini disebut dengan taman keputran, namun jika dikaitkan dengan lokasi taman, berada di persimpangan jalan Keputran Surabaya. Selain itu, di seberang sungai terdapat juga sebuah taman yang bernama Taman Lalu Lintas Surabaya. Keunikan Taman Keputran dibandingkan dengan taman lainnya adalah adanya lampu yang kerangka tiangnya mirip dengan manusia, dengan gaya pose yang berbeda-beda itu, membuat taman ini terlihat ada sentuhan kreatif dan inovatif. Lampu-lampu itu terang dan indah pada malam hari. Untuknya, taman ini cukup representatif sebagai pilihan mendapatkan tempat tongkrongan yang tenang pada malam hari. Tak hanya itu, jalur pijat refleksi kaki juga tersedia disana. Cocok untuk pengunjung yang ingin mencoba pengobatan refleksi kaki sederhana. Melalui pemahaman tentang jalur refleksi secara mendalam, sebagian orang memilih sarana ini dalam usaha menyembuhkan penyakit.",Taman Hiburan,Surabaya,0,4.3,0.0,"{'lat': -7.2732153, 'lng': 112.744102}",-7.2732153,112.744102
49,"Jakarta Pusat, DKI Jakarta",24,425,4,Waterpark Kenjeran Surabaya,"Waterpark Kenjeran Surabaya merupakan wisata keluarga dengan permainan air dan olahraga renang. Terdapat berbagai wahana menarik bagi keluarga dan anak-anak. Berlokasi tidak jauh dari kawasan wisata pantai kenjeran dan Atlantis Land Kenjeran. Suasana pepohonan di sekitar area kolam renang memberikan kesan yang teduh di kolam. Terdapat bangunan dengan bentuk istana negeri dongeng yang menghiasi. Dengan warna-warni khas buku cerita anak.",Taman Hiburan,Surabaya,35000,4.1,0.0,"{'lat': -7.247796300000002, 'lng': 112.7998235}",-7.2477963,112.7998235
49,"Jakarta Pusat, DKI Jakarta",24,395,2,Taman Prestasi,"Taman Prestasi Surabaya merupakan salah satu taman yang begitu terkenal di Kota Pahlawan dan banyak dikunjungi, sehingga tak heran jika menjadi tempat favorit bagi keluarga terutama pada saat weekend. di tempat lain juga ada loh nama stadion dan taman yang sama persis dengan yang di Surabaya ini, di Bontang, Kaltim yang punya Stadion dengan nama stadion “Taman Prestasi”. Jalan Ahmad Yani, Sukarasa, Kota Tangerang, Banten 15111, juga ada sebuah taman bernama “Taman Prestasi” persis bukan? Di Jogja juga ada sebuah taman yang serupa bernama “Taman Pintar”.",Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.2614722, 'lng': 112.7428284}",-7.2614722,112.7428284
49,"Jakarta Pusat, DKI Jakarta",24,424,4,Pantai Ria Kenjeran,"Obyek wisata Pantai Ria Kenjeran Surabaya merupakan salah satu destinasi wisata ketika mengujungi kota Surabaya. Pantai ini termasuk salah satu wisata andalan kota Surabaya yang selalu ramai pengunjung. Lokasi Pantai Ria Kenjeran terletak di Kecamatan Kenjeran Timur Surabaya, Propinsi Jawa Timur. Kawasan Pantai Ria Kenjeran ini sudah terkenal dengan berbagai wahana dan tempat rekreasi keluarga khususnya bagi warga Kenjeran. Pantai yang juga mendapatkan julukan sebagai Kenpark ini berdekatan dengan Jembatan Suramadu. Pantai Kenjeran biasanya dimanfaatkan masyarakat sekitar untuk melepas penat dari rutinitas setiap hari. Banyak juga wisatawan yang juga berwisata ke pantai ini. Pantai yang terletak tak begitu jauh dari pusat Kota Surabaya ini juga buka setiap hari selama 24 jam, jadi tidak perlu khawatir jika Anda ingin berkunjung kapan saja. Pantai ini memiliki fasilitas yang cukup lengkap, seperti arena bermain untuk anak yang disebut Kya kya Seaside, ada juga Pagoda Tuan Ti, jembatan kayu dengan gazebo untuk bersantai dan foto. Ada juga waterpark dan area bermain anak di sekitar pantai ini. Juga terdapat persewaan perahu yang dapat dinaiki oleh para pengunjung untuk menikmati keindahan Pantai Ria Kenjeran dari area pesisir laut dengan tarif sekitar Rp 5.000,-.",Bahari,Surabaya,15000,4.2,45.0,"{'lat': -7.250916399999999, 'lng': 112.8009332}",-7.2509164,112.8009332
50,"Bekasi, Jawa Barat",19,437,5,Gereja Perawan Maria Tak Berdosa Surabaya,"Gereja Katolik Kelahiran Santa Perawan Maria merupakan salah satu gereja tua di kota Surabaya, Jawa Timur, Indonesia. Berlokasi di Jalan Kepanjen, Surabaya, bangunan religius ini berdampingan dengan gedung SMA Katolik Frateran Surabaya.",Tempat Ibadah,Surabaya,10000,4.8,0.0,"{'lat': -7.2420758, 'lng': 112.7368158}",-7.2420758,112.7368158
50,"Bekasi, Jawa Barat",19,401,5,Taman Keputran,"Ntah, mengapa nama taman ini disebut dengan taman keputran, namun jika dikaitkan dengan lokasi taman, berada di persimpangan jalan Keputran Surabaya. Selain itu, di seberang sungai terdapat juga sebuah taman yang bernama Taman Lalu Lintas Surabaya. Keunikan Taman Keputran dibandingkan dengan taman lainnya adalah adanya lampu yang kerangka tiangnya mirip dengan manusia, dengan gaya pose yang berbeda-beda itu, membuat taman ini terlihat ada sentuhan kreatif dan inovatif. Lampu-lampu itu terang dan indah pada malam hari. Untuknya, taman ini cukup representatif sebagai pilihan mendapatkan tempat tongkrongan yang tenang pada malam hari. Tak hanya itu, jalur pijat refleksi kaki juga tersedia disana. Cocok untuk pengunjung yang ingin mencoba pengobatan refleksi kaki sederhana. Melalui pemahaman tentang jalur refleksi secara mendalam, sebagian orang memilih sarana ini dalam usaha menyembuhkan penyakit.",Taman Hiburan,Surabaya,0,4.3,0.0,"{'lat': -7.2732153, 'lng': 112.744102}",-7.2732153,112.744102
50,"Bekasi, Jawa Barat",19,425,2,Waterpark Kenjeran Surabaya,"Waterpark Kenjeran Surabaya merupakan wisata keluarga dengan permainan air dan olahraga renang. Terdapat berbagai wahana menarik bagi keluarga dan anak-anak. Berlokasi tidak jauh dari kawasan wisata pantai kenjeran dan Atlantis Land Kenjeran. Suasana pepohonan di sekitar area kolam renang memberikan kesan yang teduh di kolam. Terdapat bangunan dengan bentuk istana negeri dongeng yang menghiasi. Dengan warna-warni khas buku cerita anak.",Taman Hiburan,Surabaya,35000,4.1,0.0,"{'lat': -7.247796300000002, 'lng': 112.7998235}",-7.2477963,112.7998235
51,"Bogor, Jawa Barat",29,433,5,Museum Mpu Tantular,"Museum Negeri Mpu Tantular adalah sebuah museum negeri yang berlokasi di kecamatan Buduran, Sidoarjo, Jawa Timur. Awalnya, museum ini bernama Stedelijk Historisch Museum Soerabaia, didirikan oleh Godfried von Faber pada tahun 1933 dan diresmikan pada tanggal 25 Juli 1937. Saat ini, museum ini dikelola oleh Unit Pelaksana Teknis pada Departemen Kebudayaan dan Pariwisata.",Budaya,Surabaya,2000,4.4,45.0,"{'lat': -7.4338593, 'lng': 112.7199058}",-7.4338593,112.7199058
51,"Bogor, Jawa Barat",29,421,5,Museum Kesehatan Dr. Adhyatma,"Museum Kesehatan Dr. Adhyatma, MPH adalah museum kesehatan yang dirintis Pemerintah indonesia melalui Departemen Kesehatan pada tanggal 16 Desember 2003. Museum Kesehatan Puslitbang Pelayanan dan Tehnologi kesehatan (PUSLITBANG YANTEKKES) diresmikan oleh Menteri Kesehatan pada tanggal 14 September 2004, sehingga diberi nama Museum Kesehatan Dr. Adhyatma, MPH.Museum Kesehatan Dr. Adhyatma, MPH, berlokasi di Jl. Indrapura 17 Surabaya Jawa Timur.",Budaya,Surabaya,10000,4.4,0.0,"{'lat': -7.240327999999999, 'lng': 112.731431}",-7.240328,112.731431
51,"Bogor, Jawa Barat",29,417,4,Klenteng Sanggar Agung,"Kelenteng Sanggar Agung atau Klenteng Hong San Tang adalah sebuah klenteng di Kota Surabaya. Alamatnya berada di Jalan Sukolilo Nomor 100, Pantai Ria Kenjeran, Surabaya. Kuil ini, selain menjadi tempat ibadah bagi pemeluk Tridharma, juga menjadi tempat tujuan wisata bagi para wisatawan. Klenteng ini dibuka pada tahun 1999.\nCiri khas dari klenteng ini adalah sebuah patung Kwan Im setinggi 20 meter yang terletak di tepi laut. Klenteng ini dipersembahkan kepada Nan Hai Guan Shi Yin Pu Sa atau Bodhisatwa Kwan Im Laut Selatan. Patung ini dibangun setelah seorang karyawan Sanggar Agung melihat sesosok wanita berjubah putih berjalan di atas air pada saat ia sedang menutup Klenteng di malam hari. Penampakan tersebut dipercaya sebagai penampakan Kwan Im sendiri. Ikon lain dari Sanggar Agung adalah patung Phra Phrom raksasa berlapis emas.",Budaya,Surabaya,10000,4.5,0.0,"{'lat': -7.246944, 'lng': 112.802222}",-7.246944,112.802222
52,"Karawang, Jawa Barat",18,436,2,Taman Flora Bratang Surabaya,Taman Flora adalah salah satu taman kota di Surabaya yang merupakan fasilitas publik dari Pemkot setempat. Sehingga tempat ini memang sengaja dibuat untuk dinikmati oleh khalayak umum. Karena taman ini merupakan fasilitas publik yang didirikan oleh Pemkot Surabaya maka bagi siapa saja jika ingin memanfaatkan taman kota ini tidak perlu membayar tiket masuk alias gratis.,Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.294330299999999, 'lng': 112.7617534}",-7.2943303,112.7617534
52,"Karawang, Jawa Barat",18,417,1,Klenteng Sanggar Agung,"Kelenteng Sanggar Agung atau Klenteng Hong San Tang adalah sebuah klenteng di Kota Surabaya. Alamatnya berada di Jalan Sukolilo Nomor 100, Pantai Ria Kenjeran, Surabaya. Kuil ini, selain menjadi tempat ibadah bagi pemeluk Tridharma, juga menjadi tempat tujuan wisata bagi para wisatawan. Klenteng ini dibuka pada tahun 1999.\nCiri khas dari klenteng ini adalah sebuah patung Kwan Im setinggi 20 meter yang terletak di tepi laut. Klenteng ini dipersembahkan kepada Nan Hai Guan Shi Yin Pu Sa atau Bodhisatwa Kwan Im Laut Selatan. Patung ini dibangun setelah seorang karyawan Sanggar Agung melihat sesosok wanita berjubah putih berjalan di atas air pada saat ia sedang menutup Klenteng di malam hari. Penampakan tersebut dipercaya sebagai penampakan Kwan Im sendiri. Ikon lain dari Sanggar Agung adalah patung Phra Phrom raksasa berlapis emas.",Budaya,Surabaya,10000,4.5,0.0,"{'lat': -7.246944, 'lng': 112.802222}",-7.246944,112.802222
53,"Subang, Jawa Barat",28,416,5,Keraton Surabaya,"Kawasan yang berjuluk Kampung Keraton ini terdiri dari empat gang. Gang ini rata-rata berukuran sempit, lebarnya 2 hingga 3 meter. Saking sempitnya, pengendara sepeda motor terkadang turun dari kendaraan dan harus berjalan kaki. Sementara, panjang jalan sekitar 200 meter. Memang, tak banyak sisa peninggalan Keraton Surabaya ini. Yang tampak kini adalah sisa bangunan peninggalan kolonial Belanda. Kampung Keraton saat ini merupakan salah satu kawasan perdagangan yang sangat ramai di Surabaya, utamanya di Jalan Kramat Gantung. Segala macam kebutuhan rumah tangga dijual di jalan ini.",Budaya,Surabaya,0,4.4,0.0,"{'lat': -7.256755299999998, 'lng': 112.7942203}",-7.2567553,112.7942203
53,"Subang, Jawa Barat",28,398,3,Taman Buah Surabaya,"Wisata Taman Buah Undaan di Surabaya adalah salah satu tempat wisata yang berada di blok m suturejo utara, kabupaten surabaya, provinsi jawa timur, negara indonesia. Wisata Taman Buah Undaan di Surabaya adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Tempat ini sangat indah dan bisa memberikan sensasi yang berbeda dengan aktivitas kita sehari hari. Wisata Taman Buah Undaan di Surabaya memiliki pesona keindahan yang sangat menarik untuk dikunjungi. Sangat di sayangkan jika anda berada di kota surabaya tidak mengunjungi wisata taman yang mempunyai keindahan yang tiada duanya tersebut. Wisata Taman Buah Undaan di Surabaya sangat cocok untuk mengisi kegiatan liburan anda, apalagi saat liburan panjang seperti libur nasional, ataupun hari ibur lainnya. Keindahan Wisata Taman Buah Undaan di Surabaya ini sangatlah baik bagi anda semua yang berada di dekat atau di kejauhan untuk merapat mengunjungi tempat Wisata Taman Buah Undaan di Surabaya di kota surabaya.",Taman Hiburan,Surabaya,0,4.1,30.0,"{'lat': -7.266213899999999, 'lng': 112.795281}",-7.2662139,112.795281
54,"Serang, Banten",31,418,1,Museum Sepuluh Nopember Kota Surabaya,"Museum Sepuluh November Surabaya adalah salah satu museum yang terletak di Kota Surabaya, dibangun pada tahun 1945. Museum ini dibangun dengan tujuan untuk mempelajari dan memperdalam peristiwa Pertempuran Sepuluh November 1945, Museum Sepuluh November beralamat di Jalan Pahlawan, Surabaya.",Budaya,Surabaya,5000,4.7,0.0,"{'lat': -7.245436900000001, 'lng': 112.7378985}",-7.2454369,112.7378985
54,"Serang, Banten",31,415,3,Museum De Javasche Bank,"Museum Bank Indonesia (Bahasa Indonesia: Museum Bank Indonesia) adalah museum bank yang terletak di Surabaya, Indonesia. Secara resmi didirikan oleh Bank Indonesia dan dibuka pada 27 Januari 2012 setelah direstorasi. Museum ini menempati gedung yang dulunya bernama De Javasche Bank, bank sentral Hindia Belanda. Setelah Kemerdekaan Indonesia gedung ini terus berfungsi sebagai kantor cabang Bank Indonesia di Surabaya hingga tahun 1973. Museum tutup pada hari Senin dan hari libur nasional. Tidak ada biaya masuk.",Budaya,Surabaya,5000,4.6,60.0,"{'lat': -7.2353939, 'lng': 112.7367646}",-7.2353939,112.7367646
54,"Serang, Banten",31,409,5,Rumah Batik,"Di rumah batik ini terdapat sekitar 2000 lembar batik yang memiliki ragam corak yang beraneka macam. Aneka batik tersebut terbuat dari berbagai macam jenis bahan yaitu seperti prima, primis, santio, sutra, prishmina dan sarimpit. Tidak hanya kain batik saja yang dapat anda temukan di rumah batik ini melainkan juga ada sarung batik, baju batik, celana batik, rok batik, selendang batik, dan lain sebagainya. Untuk anda yang ingin segera mengunjungi rumah batik di Surabaya ini maka berikut informasi alamat dari rumah batik itu sendiri. Jadi rumah batik tersebut pada mulanya terletak di jalan tambak, dukuh 1, no.4, rt.01, rw.09, kelurahan kapasari, kecamatan genteng, Surabaya. Di tempat ini anda akan melihat berbagai macam batik yang di pajang yaitu mulai dari batik Surabaya, bangkalan, sidoarjo, sumenep, mojokerto, ponorogo, tuban, jombang, dan bojonegoro. Karena koleksi yang di miliki di rumah batik Surabaya ini sangat beragam tentu saja membuat banyak pengunjung yang ingin datang ke lokasi ini. Setelah itu rumah batik ini di pindah di lokasi jalan margorejo, no. 143, Surabaya.",Budaya,Surabaya,0,4.5,15.0,"{'lat': -7.278735999999999, 'lng': 112.718453}",-7.278736,112.718453
54,"Serang, Banten",31,409,2,Rumah Batik,"Di rumah batik ini terdapat sekitar 2000 lembar batik yang memiliki ragam corak yang beraneka macam. Aneka batik tersebut terbuat dari berbagai macam jenis bahan yaitu seperti prima, primis, santio, sutra, prishmina dan sarimpit. Tidak hanya kain batik saja yang dapat anda temukan di rumah batik ini melainkan juga ada sarung batik, baju batik, celana batik, rok batik, selendang batik, dan lain sebagainya. Untuk anda yang ingin segera mengunjungi rumah batik di Surabaya ini maka berikut informasi alamat dari rumah batik itu sendiri. Jadi rumah batik tersebut pada mulanya terletak di jalan tambak, dukuh 1, no.4, rt.01, rw.09, kelurahan kapasari, kecamatan genteng, Surabaya. Di tempat ini anda akan melihat berbagai macam batik yang di pajang yaitu mulai dari batik Surabaya, bangkalan, sidoarjo, sumenep, mojokerto, ponorogo, tuban, jombang, dan bojonegoro. Karena koleksi yang di miliki di rumah batik Surabaya ini sangat beragam tentu saja membuat banyak pengunjung yang ingin datang ke lokasi ini. Setelah itu rumah batik ini di pindah di lokasi jalan margorejo, no. 143, Surabaya.",Budaya,Surabaya,0,4.5,15.0,"{'lat': -7.278735999999999, 'lng': 112.718453}",-7.278736,112.718453
54,"Serang, Banten",31,422,3,Monumen Jalesveva Jayamahe,"Monumen Jalesveva Jayamahe atau Monjaya adalah sebuah monumen yang terletak di Kota Surabaya, Jawa Timur. Monumen ini menggambarkan sosok Perwira TNI Angkatan Laut berbusana Pakaian Dinas Upacara (PDU) lengkap dengan pedang kehormatan yang sedang menerawang ke arah laut, serasa siap menantang gelombang dan badai di lautan, begitu pula yang ingin di perlihatkan bahwa angkatan laut Indonesia siap berjaya. Patung tersebut berdiri di atas bangunan dan tingginya mencapai 30,6 meter. Monumen Jalesveva Jayamahe menggambarkan generasi penerus bangsa yang yakin dan optimis untuk mencapai cita-cita bangsa Indonesia.Monumen Jalesveva Jayamahe ini juga sesuai dengan motto angkatan laut Jalesveva Jayamahe yang berarti, Di Laut Kita Berjaya. Monumen ini dibangun pada tahun 1993 oleh Pemimpin Kepala Staf TNI Angkatan Laut Maritim Indonesia yang kemudian dilanjutkan dengan Laksamana TNI Muhamad Arifin dan dirancang oleh I Nyoman Nuarta. Selain sebagai monumen, bangunan ini juga difungsikan sebagai mercusuar bagi kapal-kapal yang ada di laut sekitar.",Budaya,Surabaya,0,4.6,15.0,"{'lat': -7.195474799999999, 'lng': 112.7395206}",-7.1954748,112.7395206
54,"Serang, Banten",31,416,5,Keraton Surabaya,"Kawasan yang berjuluk Kampung Keraton ini terdiri dari empat gang. Gang ini rata-rata berukuran sempit, lebarnya 2 hingga 3 meter. Saking sempitnya, pengendara sepeda motor terkadang turun dari kendaraan dan harus berjalan kaki. Sementara, panjang jalan sekitar 200 meter. Memang, tak banyak sisa peninggalan Keraton Surabaya ini. Yang tampak kini adalah sisa bangunan peninggalan kolonial Belanda. Kampung Keraton saat ini merupakan salah satu kawasan perdagangan yang sangat ramai di Surabaya, utamanya di Jalan Kramat Gantung. Segala macam kebutuhan rumah tangga dijual di jalan ini.",Budaya,Surabaya,0,4.4,0.0,"{'lat': -7.256755299999998, 'lng': 112.7942203}",-7.2567553,112.7942203
55,"Tanggerang, Banten",19,422,5,Monumen Jalesveva Jayamahe,"Monumen Jalesveva Jayamahe atau Monjaya adalah sebuah monumen yang terletak di Kota Surabaya, Jawa Timur. Monumen ini menggambarkan sosok Perwira TNI Angkatan Laut berbusana Pakaian Dinas Upacara (PDU) lengkap dengan pedang kehormatan yang sedang menerawang ke arah laut, serasa siap menantang gelombang dan badai di lautan, begitu pula yang ingin di perlihatkan bahwa angkatan laut Indonesia siap berjaya. Patung tersebut berdiri di atas bangunan dan tingginya mencapai 30,6 meter. Monumen Jalesveva Jayamahe menggambarkan generasi penerus bangsa yang yakin dan optimis untuk mencapai cita-cita bangsa Indonesia.Monumen Jalesveva Jayamahe ini juga sesuai dengan motto angkatan laut Jalesveva Jayamahe yang berarti, Di Laut Kita Berjaya. Monumen ini dibangun pada tahun 1993 oleh Pemimpin Kepala Staf TNI Angkatan Laut Maritim Indonesia yang kemudian dilanjutkan dengan Laksamana TNI Muhamad Arifin dan dirancang oleh I Nyoman Nuarta. Selain sebagai monumen, bangunan ini juga difungsikan sebagai mercusuar bagi kapal-kapal yang ada di laut sekitar.",Budaya,Surabaya,0,4.6,15.0,"{'lat': -7.195474799999999, 'lng': 112.7395206}",-7.1954748,112.7395206
55,"Tanggerang, Banten",19,434,2,Taman Bungkul,"Taman Bungkul adalah taman wisata kota yang terletak di pusat kota Surabaya, tepatnya di Jalan Raya Darmo. Taman ini berdiri di area seluas 900 meter persegi. Dilengkapi berbagai fasilitas penunjang, seperti amfiteater berdiameter 33 meter, lajur joging, lahan papan luncur, taman bermain anak-anak, air mancur, dan pujasera. Selain itu, taman ini juga dilengkapi akses internet nirkabel yang terbuka untuk umum sehingga siapapun bisa mengakses internet selama di taman ini. Letaknya yang berada di jantung Kota Surabaya membuat taman ini tidak hanya berfungsi sebagai lahan hijau saja, tetapi juga sebagai destinasi wisata yang populer di Surabaya.",Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.291346799999999, 'lng': 112.7398218}",-7.2913468,112.7398218
55,"Tanggerang, Banten",19,419,2,Monumen Tugu Pahlawan,"Tugu Pahlawan (bahasa Indonesia: Tugu Pahlawan) adalah sebuah monumen di Surabaya, Indonesia. Itu adalah lambang utama kota yang didedikasikan untuk orang-orang yang tewas dalam Pertempuran Surabaya pada 10 November 1945. Museum 10 November terletak di bawah monumen. Monumen ini memiliki tinggi 41,15 meter dan berbentuk lingga. Dibangun untuk memperingati peristiwa 10 November 1945 di Pertempuran Surabaya. Itu adalah tempat setiap 10 November untuk memperingati peristiwa 1945, ketika banyak pahlawan tewas dalam perang kemerdekaan. Peletakan batu pertama dipimpin oleh Soekarno, Presiden Indonesia pertama, didampingi Walikota Surabaya, Doel Arnowo pada 10 November 1951. Diresmikan setahun kemudian, juga oleh Soekarno, pada 10 November 1952 disaksikan oleh Walikota Surabaya, R. Moestadjab Soemowidigdo. Museum 10 November dibangun untuk menjelaskan makna di balik Tugu Pahlawan. Bangunannya terdiri dari 2 lantai, dengan pameran yang melambangkan semangat perjuangan masyarakat Surabaya. Ada auditorium di lantai satu. Museum ini berisi reproduksi foto-foto dokumenter, dan terdapat diorama yang menyajikan delapan peristiwa yang terjadi sekitar bentrokan 10 November 1945.",Budaya,Surabaya,0,4.7,30.0,"{'lat': -7.246925999999999, 'lng': 112.73781}",-7.246926,112.73781
55,"Tanggerang, Banten",19,406,3,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,0,4.4,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021
56,"Kota Gede, DIY",18,410,2,Ciputra Waterpark,"Ciputra Waterpark Surabaya – Bermain air di waterpark memang bisa menjadi alternatif rekreasi kaum urban di berbagai kota besar. Tidak hanya Jakarta, Surabaya sebagai salah satu kota metropolis di Indonesia juga sudah mulai bergeliat membangun tempat rekreasi keluarga. Salah satunya waterpark yang bisa menjadi tujuan wisata keluarga adalah Ciputra Waterpark Surabaya. Berlokasi di Waterpark Boulevard, Citraland “The Singapore of Surabaya”, Surabaya, waterpark yang berdiri di areal seluas 5 hektar menawarkan beragam aktivitas dan atraksi menarik. Tidak salah jika waterpark yang satu ini mengklaim sebagai water attraction terbesar Indonesia.",Taman Hiburan,Surabaya,95000,4.3,90.0,"{'lat': -7.2861707, 'lng': 112.6333338}",-7.2861707,112.6333338
57,"Yogyakarta, DIY",21,413,3,Museum TNI AL Loka Jala Crana,"Museum Loka Jala Crana berdiri pada tanggal 19 September 1969 oleh Ibu R. Mulyadi, isteri panglima Angkatan Laut Laksamana R. Moeljadi, dengan nama Museum Akabri Laut. Pada tahun 1973, tepatnya pada tanggal 10 Juli 1973, statusnya ditingkatkan menjadi Museum TNI Angkatan Laut. Selanjutnya tanggal 6 Oktober 1979 namanya berubah kembali menjadi Museum TNI Angkatan Laut Loka Jala Crana. Loka jala Crana berarti tempat untuk menyimpan, mengabadikan dan menyajikan peralatan atau sarana yang dipergunakan oleh TNI Angkatan Laut. Di dalam museum ini terdapat beberapa koleksi peralatan pertempuran Angkatan Laut, disamping itu juga satu koleksi berupa planetarium dan astronavigasi. Museum ini menyuguhkan dan menyelamatkan objek benda-benda bersejarah yang pernah dimiliki serta dipakai oleh prajurit-prajurit TNI Angkatan Laut sejak dari zaman revolusi fisik hingga saat ini, di antaranya berupa berbagai jenis meriam kapal perang, pesawat, helikopter, artileri medan, replica KRI Dewaruci. Ada juga benda bersejarah lain seperti meriam kapal ""HRMS De Zeven Provencien“.",Budaya,Surabaya,2000,4.5,0.0,"{'lat': -7.227185, 'lng': 112.718997}",-7.227185,112.718997
